Id,Prediction
586,3680793.914578879
587,3345553.47186091
588,6838067.620461784
589,3457012.3807919724
590,2802078.189191795
591,4200988.221051613
592,3639821.7625092417
593,3204293.958476218
594,3707161.1643365677
595,3411094.158168919
596,3180883.2507507484
597,3254491.014615054
598,3580900.6309237382
599,4653884.885746574
600,4377608.728599766
601,5818249.897221241
602,4098973.0146391173
603,2129635.2055467726
604,2562986.41109692
605,2597814.1381834154
606,2704390.4834057414
607,3623070.674694286
608,2727429.6071371194
609,5414281.967982592
610,6592519.36892177
611,1750199.7380052668
612,6038754.212311257
613,4390835.34746337
614,4173176.1940551647
615,1876646.9817833928
616,5591002.58720489
617,4375096.408644012
618,5896388.830138705
619,3972652.5245431457
620,3988107.853109653
621,9763381.106904631
622,4251186.589859884
623,3878932.696718008
624,1957530.166413472
625,4022992.315816817
626,4995824.460511504
627,4762132.748230978
628,3246733.5997326444
629,3124393.717194135
630,6365222.288501662
631,5133038.569002751
632,5020291.414518633
633,5063080.180183302
634,2004443.910223427
635,3506892.9494976006
636,5974277.280087496
637,4207113.9784357
638,3687889.548137876
639,3954016.2871281803
640,5111866.539307982
641,4740396.412725073
642,2637600.6172044124
643,4757788.327380882
644,4097379.21002422
645,2994574.318636673
646,5110986.7776106205
647,3228014.8633344993
648,1984886.1591897588
649,2932480.9833312687
650,3400121.5104483236
651,3680131.300998839
652,4377608.728599766
653,4297427.586221925
654,2887351.973131933
655,3996121.2265644637
656,3684665.3946770276
657,4705161.527213524
658,5787572.903935274
659,3576374.0862961444
660,5680122.752007944
661,5865486.788861305
662,4265591.976855789
663,4388707.93791955
664,4207113.9784357
665,3331370.3375480934
666,4588996.70872359
667,3895814.88433298
668,3838356.423870446
669,4546143.13762378
670,5424896.859947404
671,5692271.237788153
672,3200771.150629343
673,3964436.5922518927
674,4669905.045213816
675,2708402.5483247666
676,3219306.7629355607
677,2741256.4168347726
678,3596454.353063672
679,4482038.237839453
680,3556719.0049233753
681,4945232.330626722
682,2936696.164557368
683,3910567.591424407
684,5121218.901177721
685,4624080.696316744
686,2425582.8832027465
687,2627323.6452256194
688,6016121.589803061
689,2537624.491729838
690,3653612.952132659
691,2948750.200875025
692,2506239.3472120813
693,2841084.2857481944
694,2508046.4675780428
695,2448241.2965714056
696,3774097.2621458108
697,4184998.408027338
698,4686447.025063838
699,3379206.162068722
700,5727202.9237176385
701,4611391.150757068
702,3646420.178217039
703,4303567.369898288
704,4995088.348038396
705,7705523.609395449
706,5734484.7482863525
707,4240545.850080526
708,4353464.798479569
709,3415175.4300414245
710,4586037.973416304
711,5045171.516652825
712,4294178.598685514
713,3637372.264771425
714,4764778.328150609
715,5161604.469452945
716,3896841.9419387667
717,3168061.9227061234
718,5165710.813271231
719,5321045.413190943
720,4038664.904998757
721,6311108.698496571
722,3853583.981323023
723,2694626.016286956
724,4520769.5874712495
725,3750934.8454282302
726,2568335.672023563
727,3417327.1822993266
728,3851669.703077843
729,3069579.2116231164
730,3281110.7128743054
731,3308923.408688029
732,3410594.558941415
733,5138321.826394966
734,2847055.64430893
735,4259450.75308457
736,2740612.7757580816
737,4520769.5874712495
738,2481056.1344596706
739,3991491.420727199
740,5566490.211612626
741,4108218.265632834
742,4070059.3186186175
743,4637086.921486334
744,4904596.849885379
745,6135073.39566331
746,3067758.2193473466
747,4642038.959406933
748,4557350.594086424
749,3904207.2447895254
750,5175178.720304085
751,2986349.9429157665
752,4135820.5113086523
753,1992397.9907282665
754,3110378.3730907785
755,3118212.4200001652
756,3281110.7128743054
757,4810299.499434808
758,3206051.136351443
759,4778951.703348775
760,3602904.7303972472
761,3997225.2603322854
762,2343411.6979571646
763,3244622.6076646955
764,4365379.250306082
765,7332138.854301757
766,3732046.62613363
767,3019824.245843332
768,5358709.003203896
769,4982456.739140309
770,3161430.950551961
771,3999035.6685917825
772,4932707.846567934
773,3362073.617842232
774,4516839.038528225
775,4821110.770132145
776,4077154.4665097985
777,4875548.738899724
778,4177181.267497497
779,3203787.1073109927
780,2727277.895300569
781,3648812.256881656
782,5261174.390917682
783,2423760.326292472
784,5599886.157303624
785,2357738.450701582
786,5659588.3821232915
787,3874566.5912149274
788,6248548.360995827
789,3142575.4449793333
790,3385829.577874094
791,4995824.460511504
792,2975821.199701497
793,2270525.796277069
794,3441674.1116281073
795,3716291.046138682
796,1815197.155997352
797,3379304.1219796767
798,3623070.674694286
799,4031952.878556889
800,5495702.913721055
801,4648668.845058576
802,4157549.3906704704
803,3709632.4441697896
804,3918300.047678943
805,3796354.8834238574
806,5612918.990835189
807,4550602.132661879
808,3012664.5812852457
809,1869145.0237831427
810,3880136.984334681
811,3560736.419262314
812,5051312.037390591
813,5397316.480829082
814,2763846.8756475304
815,4943447.440844528
816,3906739.469581107
817,2685539.231110388
818,3833973.3935612836
819,3003253.141170815
820,4323193.798768921
821,4119522.0390636027
822,4668541.752765316
823,4542075.482087544
824,3788043.3058685362
825,3766875.7547086147
826,4213053.3842340205
827,2914956.8746579033
828,5112978.665718932
829,2795189.8788294583
830,4633932.954813048
831,4238066.401406079
832,4313770.899093861
833,4306451.521486731
834,5167795.246467057
835,3005157.650303449
836,1930735.7000616146
837,4532844.847573941
838,3287978.548514654
839,1963022.2054089902
840,4032074.1193565945
841,3179923.654421379
842,4029105.9990703776
843,3582372.230298955
844,4952456.500386749
845,4132292.698562015
846,4729183.197104432
847,4981249.489661644
848,3497955.331024485
849,2854132.743662223
850,3131061.692428447
851,4469137.7855811715
852,7943223.571901016
853,2635983.816965855
854,2901331.2144463146
855,3616646.731548939
856,4822410.440930127
857,4193786.218570388
858,3090667.354953039
859,5080016.238632668
860,3510988.5495563396
861,4788400.392034992
862,2777594.4602517644
863,5437940.6443151785
864,4248750.6733501
865,4010104.099113499
866,5011331.228408837
867,3017544.836174041
868,4046305.6902436796
869,4430864.631935225
870,1759452.2156813564
871,5133550.342000453
872,3688679.623684075
873,3988583.560727552
874,4393351.733142766
875,2363810.058183563
876,2871482.9339649514
877,5249584.699613627
878,3261450.3019308196
879,5530792.2716920795
880,2732670.483601869
881,2812615.264420421
882,6456874.486272737
883,3937497.996916036
884,3244028.314897172
885,4714029.090100992
886,3974062.921727363
887,4644242.5186161725
888,2476754.6575008477
889,4745979.032284944
890,2635891.731787126
891,3937497.996916036
892,6897351.107179484
893,2748597.842566462
894,5294827.86578616
895,4533259.857881536
896,4407393.737785329
897,3849316.225891346
898,4640040.971028794
899,4451060.124320136
900,3235506.488481478
901,4747159.357762472
902,4016001.007032401
903,4255216.027204734
904,2303001.264098278
905,3515027.8753939485
906,4367348.397824073
907,4093909.421777009
908,5307373.616110022
909,4001510.103816009
910,3629498.946042078
911,5459019.752125499
912,3745778.3591793436
913,3340513.1544322246
914,3371322.0575809283
915,5100095.537732864
916,1750087.4543668753
917,6905025.117617605
918,2621532.193992708
919,3022453.995436979
920,3873975.781233781
921,2553419.6305167973
922,4544710.24535979
923,4062274.424884536
924,4609905.99276758
925,7077771.166781648
926,6074084.338541537
927,3587187.829417061
928,4161438.63146317
929,3600473.0041854307
930,3679556.953137415
931,2202014.7446945943
932,4098821.367133988
933,4719459.7254060125
934,3417931.044625115
935,3565614.2183558913
936,2556331.4363434287
937,4096364.70360338
938,3313419.2946934034
939,6931899.783761927
940,5616627.927569133
941,3986501.054069709
942,3601253.742006922
943,4662506.129923722
944,4771735.978298749
945,1980551.3176911145
946,5353795.311529643
947,5265664.078403845
948,4396473.680968828
949,3186285.2281831335
950,5730280.911864368
951,4305628.477612616
952,2645191.846638019
953,4124142.150206734
954,5901093.823528377
955,4585057.000895488
956,4604596.540653168
957,4778941.356634033
958,4728718.114640853
959,4009782.5791395395
960,5467985.093093426
961,4401401.544457067
962,3894275.870097216
963,5752541.028288893
964,7877196.037105242
965,2712392.3246824285
966,4493881.967900167
967,4547293.612228082
968,4256995.312853483
969,2498280.3466905076
970,3335509.892391915
971,3569631.2280258294
972,2636326.978258817
973,3295978.2296260884
974,3442332.6188598415
975,3333924.661360776
976,2901499.4617289067
977,4495346.824962279
978,3526987.585161406
979,6647887.10598333
980,4722464.517239368
981,2034851.7159856916
982,3766100.6831218055
983,5779986.37657357
984,6182606.699264327
985,4518810.311372329
986,3214185.5763495727
987,4046565.9079146646
988,5744217.609269109
989,3406142.461450536
990,4178651.1143187806
991,1955352.839216988
992,6251897.6950668935
993,4570543.069271212
994,4738829.144968404
995,2388986.136577214
996,4064084.581599479
997,4626771.248217269
998,3048597.4818098242
999,5249946.754438037
1000,3816525.1482796636
1001,2887251.5933370763
1002,3666688.3418996115
1003,4728980.583901342
1004,5054869.140729646
1005,3945303.74103089
1006,6543372.840544388
1007,4211819.048900471
1008,2682252.014370614
1009,2678729.2193113985
1010,3543581.0604792326
1011,6008286.5728159575
1012,4385670.734980364
1013,4522865.771112274
1014,3953859.3888663817
1015,4582333.183660545
1016,4788400.392034992
1017,4038563.057447789
1018,3604818.2493462656
1019,3431231.309132127
1020,4033171.907794857
1021,3832770.980221115
1022,3643338.9906886844
1023,2425074.9081392614
1024,4148082.668538186
1025,5773360.306694549
1026,3469326.1622459963
1027,3452574.7715088315
1028,3675905.7866502
1029,2974841.179097738
1030,4277593.233039079
1031,3536419.334088607
1032,2079353.073122884
1033,5068281.74867601
1034,6533695.209392214
1035,3063987.970588023
1036,4682420.115167795
1037,3578529.4041364263
1038,5094399.352642635
1039,6327589.240474272
1040,5188481.221701123
1041,2716058.2054544906
1042,1769564.2195551805
1043,4203269.6309858225
1044,4490380.183820689
1045,4695682.689518558
1046,4348780.634222703
1047,5120310.177708884
1048,2681131.497780642
1049,4802978.48985782
1050,4968752.751082447
1051,3087164.0945937335
1052,3694892.4420413054
1053,3133325.349452858
1054,8790576.24734721
1055,2042014.612921191
1056,6241817.432479893
1057,4626771.248217269
1058,2727429.6071371194
1059,3689194.498410893
1060,4387027.060761658
1061,3225924.541078887
1062,4040679.7692511976
1063,3903811.6565857264
1064,4608455.113734325
1065,2441794.039453368
1066,5306425.09445606
1067,4982456.739140309
1068,4055301.9852438965
1069,4544843.806087516
1070,4227789.935076793
1071,4246296.206874385
1072,3846566.7139928364
1073,4559316.345332814
1074,5901093.823528377
1075,3317785.720170516
1076,4183800.472140536
1077,2795189.8788294583
1078,3127845.2528305985
1079,4196766.4734318815
1080,2961225.669395076
1081,3563486.037533281
1082,3547027.1401350573
1083,5163653.196298094
1084,2900149.415708383
1085,1750199.7380052668
1086,4749421.336370876
1087,3235506.488481478
1088,4632081.032235138
1089,3105378.4183216817
1090,4393485.84472376
1091,3196408.145306709
1092,4261224.94543566
1093,3769874.2230200316
1094,4551546.6512478525
1095,4030638.5750917937
1096,1767050.561231589
1097,4425158.488363346
1098,2377455.513765956
1099,4797255.739981109
1100,3325410.639980284
1101,4304576.748849564
1102,4229614.737775028
1103,3585589.0194469155
1104,4647299.511444436
1105,3225103.506231441
1106,3218507.822030983
1107,4707829.305131791
1108,4045771.710303999
1109,5540512.495377547
1110,3562034.2841807236
1111,4457772.312015322
1112,3403337.1432431797
1113,2456311.0059325173
1114,4083133.489591499
1115,2153787.40862376
1116,2314380.475152667
1117,5827698.397025312
1118,4265511.187784491
1119,2559862.692340584
1120,4290315.316143956
1121,1875995.9867026252
1122,4173902.9210023372
1123,2699384.7847165917
1124,2800565.387019793
1125,5512900.605519753
1126,4955675.689922862
1127,2689750.6095006587
1128,3489614.0183231207
1129,4748966.0909180455
1130,3988107.853109653
1131,4455295.951060746
1132,4287613.490291563
1133,3174763.1927035144
1134,3731920.2134056096
1135,3034537.033862411
1136,5270766.1581810415
1137,2332578.084947444
1138,5845439.075186242
1139,3734111.367389962
1140,5510593.422463837
1141,4227373.930641109
1142,5003595.272020731
1143,4270260.86071819
1144,2250261.7717488995
1145,4189628.181301272
1146,3732700.0847761026
1147,5625603.906153442
1148,3795252.262750948
1149,5869017.925214682
1150,3906736.689595811
1151,1774336.9253562014
1152,2811921.2708652234
1153,4954356.44647567
1154,3453584.38484749
1155,3890650.691231962
1156,4795028.884686091
1157,4424962.917107542
1158,4642038.959406933
1159,3623192.620404957
1160,4263069.309965775
1161,4702673.795594077
1162,5076634.78053
1163,3770674.2621189095
1164,4311867.439043066
1165,4685818.76381816
1166,4928176.1359990295
1167,5070039.661545954
1168,1790029.7492860758
1169,6656703.747202113
1170,3652587.1038857936
1171,2678729.2193113985
1172,1891908.551459638
1173,4604596.540653168
1174,3110378.3730907785
1175,3606164.9799668062
1176,5040782.005512815
1177,4058655.2377125914
1178,4337693.393402396
1179,3733179.480781888
1180,3866493.586679848
1181,4819919.521269056
1182,4196676.916919651
1183,2571836.688688227
1184,4256995.312853483
1185,2575663.819169615
1186,4416089.896924159
1187,3301575.7292722804
1188,4219105.301718693
1189,4223181.350057351
1190,5270542.608637437
1191,3982034.7626751917
1192,3636404.8842133894
1193,3053656.0050370577
1194,4134799.069005267
1195,3828100.4473725758
1196,4080028.0047524753
1197,2247705.456160882
1198,4089527.062080162
1199,4227806.792452007
1200,7049730.378604765
1201,4535370.326706256
1202,3064985.581527822
1203,2916788.5477114962
1204,2764975.5146104023
1205,2435568.3083767304
1206,5444653.160407002
1207,4028249.4186217077
1208,4033171.907794857
1209,4518905.80438026
1210,2726954.0553954537
1211,2684479.357107668
1212,4054590.782142091
1213,4905776.770026101
1214,3750336.097639669
1215,3153245.8267390183
1216,3699646.648581064
1217,2655300.2130845846
1218,2807623.8566915877
1219,3851897.431544507
1220,3779779.1128632724
1221,4909930.6361632785
1222,4868072.95027216
1223,4673135.461760741
1224,5763237.312241045
1225,4216479.10290514
1226,2433454.116921388
1227,4339587.714007852
1228,3654226.9186538314
1229,4914498.480767906
1230,4004699.6202762695
1231,4535556.628161612
1232,2131645.844263245
1233,4601919.940328141
1234,5020291.414518633
1235,2548720.0930399853
1236,3641300.8898432995
1237,2715468.3167968392
1238,4235320.743052651
1239,4778247.39815304
1240,3865283.4199099797
1241,3391545.9966653134
1242,4713115.004808366
1243,3805098.2225422147
1244,4576227.086031921
1245,3204159.3944551107
1246,2548720.0930399853
1247,4162014.806937156
1248,1782688.1240323118
1249,4738919.537341692
1250,4291215.299476466
1251,3856818.149309341
1252,2900197.1800552197
1253,5924941.526496654
1254,3573346.201860511
1255,2903640.5965045015
1256,4660612.822458945
1257,3395064.1295462665
1258,4695702.905553083
1259,3301670.888893551
1260,3561372.3444167785
1261,6989917.954586036
1262,4219136.008668452
1263,2327320.0037509436
1264,4609425.600019654
1265,3709882.3416605797
1266,3483669.8008834254
1267,5397757.866818319
1268,3374018.769441458
1269,3721232.669288002
1270,3336662.854300753
1271,5547144.706627538
1272,4371681.54795027
1273,2627323.6452256194
1274,3107396.7903904575
1275,5877505.808662281
1276,3232983.7307668356
1277,2508046.4675780428
1278,5442810.837125665
1279,3110378.3730907785
1280,3825858.6482065953
1281,3754501.374778172
1282,4397599.084358929
1283,2162105.0048519196
1284,4603336.639853147
1285,5973310.2439841805
1286,1773678.3169482015
1287,3859241.3630476217
1288,2774555.429436229
1289,2568335.672023563
1290,3075409.8509833044
1291,3108082.375877425
1292,8745771.753750885
1293,3481411.6930534025
1294,5744995.834467494
1295,4884952.697999954
1296,6567435.300647668
1297,4316039.415393836
1298,2643320.613470176
1299,4607857.191047578
1300,5153372.485205342
1301,2548720.0930399853
1302,4011897.638531151
1303,4307694.07670536
1304,2780138.547440574
1305,5597625.382666607
1306,5142758.943805068
1307,4702534.783364009
1308,6808694.955665715
1309,3029040.233452003
1310,4529011.559447933
1311,4672948.523156269
1312,3145123.3375276173
1313,5287795.684808805
1314,2951737.5815879577
1315,4468395.540482001
1316,4634841.200780389
1317,4983192.3568755165
1318,4713736.113452912
1319,4915280.02592695
1320,4794386.105756057
1321,4516621.9109262675
